text,triplets,relations,definitions
Babbar Khalsa gained notoriety for killing 329 civilians (mostly Canadians) in Air India Flight 182 and for the 1985 Narita International Airport bombing.,"[['Babbar Khalsa', 'designated as terrorist by', 'India']]",['designated as terrorist by'],designated as terrorist by: The subject entity has been officially classified or labeled as a terrorist organization by the entity specified in the object.
"In general, detection is the action of accessing information without specific cooperation from or synchronization with the sender.","[['Detection', 'does not have part', 'Cooperation'], ['Detection', 'does not have part', 'Synchronization']]",['does not have part'],does not have part: The subject entity is not composed of or does not include the component or element specified by the object entity.
Walter of Châtillon was probably during his student years that he wrote a number of Latin poems in the Goliardic manner that found their way into the Carmina Burana collection.,"[['Walter of Châtillon', 'writing language', 'Latin']]",['writing language'],writing language: The subject entity composed or created works using the language specified by the object entity.
Argentine Workers ' Central Union's general secretary is Hugo Yasky.,"[[""Argentine Workers ' Central Union"", 'secretary general', 'Hugo Yasky']]",['secretary general'],"secretary general: The subject entity holds the position of secretary general, which is specified by the object entity."
"In Haryana, a ritual also followed, a dry coconut (named gola in regional language) with klewa tied along Bhai Dooj's width for worshipping is also used at the time of doing aarti of a brother.","[['Bhai Dooj', 'commemorates', 'Brother']]",['commemorates'],commemorates: The subject entity is observed or celebrated in honor of the event or person specified by the object entity.
"In February 2007, Formula One ( video game series ) was announced that Sony had lost the license to produce Formula One video games, meaning Formula One Championship Edition, released at the very end of the previous year, was to be the last game in a series that lasted more than a decade.","[['Formula One ( video game series )', 'has list', 'Formula One video games']]",['has list'],has list: The subject entity contains or is associated with a collection of items specified by the object entity.
"In humans, bile is produced continuously by the liver (liver bile) and stored and concentrated in the gallbladder.","[['Bile', 'produced by', 'Liver']]",['produced by'],produced by: The subject entity is generated or created by the entity specified as the object.
"The new memorial was unveiled by Queen Elizabeth II in November 1955, after which relatives of those named on Tower Hill Memorial were invited to lay flowers.","[['Tower Hill Memorial', 'unveiled by', 'Elizabeth II']]",['unveiled by'],unveiled by: The subject entity was revealed or made publicly known by the person or entity specified by the object entity.
"Denemo helps prepare notation for publishing and lets a user rapidly enter notation, simultaneously typesetting via the LilyPond music engraver.","[['Denemo', 'depends on software', 'LilyPond']]",['depends on software'],depends on software: The subject entity requires the specified software entity to function or operate effectively.
"Raistlin Majere undertook and passed the arduous Test of High Sorcery, but in the process, he acquired white hair and golden skin and was cursed with hourglass eyes which saw the effects of time on all things.","[['Raistlin Majere', 'hair color', 'white hair']]",['hair color'],hair color: The subject entity possesses the hair color specified by the object entity.
"In May 2012, the Reserve Bank of Malawi devalued the kwacha by 34% and unpegged Malawian kwacha from the United States dollar.","[['Malawian kwacha', 'central bank/issuer', 'Reserve Bank of Malawi']]",['central bank/issuer'],central bank/issuer: The subject entity is the currency that is issued or regulated by the entity specified as the object.
Nathan Petrelli is a New York City lawyer-turned-senator with the power of self-propelled flight.,"[['Nathan Petrelli', 'superhuman feature or ability', 'flight']]",['superhuman feature or ability'],"superhuman feature or ability: The subject entity possesses a special ability or feature that is beyond the normal human capabilities, as specified by the object entity."
"Fictional brand has been suggested that the fictional brands represent brand potential rather than brand reality; they are in effect, protobrands that can be leveraged and transformed into registered trademarks which can derive revenue for their owners through reverse product placement or, more accurately, reverse brand placement.","[['Fictional brand', 'fictional analog of', 'Brand']]",['fictional analog of'],"fictional analog of: The subject entity serves as a fictional representation or counterpart of the object entity, suggesting a conceptual or thematic relationship between the two."
"TMEM8B encodes for a transmembrane protein that is 338 amino acids long, and is located on human chromosome 9.","[['TMEM8B', 'chromosome', 'Chromosome 9']]",['chromosome'],chromosome: The subject entity is associated with or located on the chromosome specified by the object entity.
"Morgan Dioscurides is a tenth-century incarnation of Dioscorides De Materia Medica, written in AD 65 and widely regarded as the most comprehensive collection of naturally occurring resources (plants, animals etc.)","[['Morgan Dioscurides', 'exemplar of', 'De Materia Medica']]",['exemplar of'],"exemplar of: The subject entity serves as an example or representation of the object entity, which is a notable work or concept."
"In humans, chromogranin A protein is encoded by the CHGA gene.","[['Chromogranin A', 'encoded by', 'CHGA']]",['encoded by'],encoded by: The subject entity is produced or synthesized as a result of the instructions provided by the object entity.
"Since the human eye cannot perceive light waves below the visible frequency, a black body at the lowest just faintly visible temperature subjectively appears grey, even though Black-body radiation's objective physical spectrum peak is in the infrared range.","[['Black-body radiation', 'manifestation of', 'Black body']]",['manifestation of'],"manifestation of: The subject entity is an expression or representation of the object entity, indicating that the subject is a result or outcome of the characteristics or properties of the object."
